dex_id,version_id,dex_entry
39,27,"It hugely inflates its stomach and sings a mysterious melody. If you hear this melody, you’ll become sleepy right away."
39,28,"Jigglypuff possess a vocal range that exceeds 12 octaves, but each individual’s singing skill depends on its own effort."
39,29,Recordings of Jigglypuff’s strange lullabies can be purchased from department stores. These CDs can be found near the bedding area.
39,30,The songs they sing are totally different depending on the region they live in. Some even sound like they’re shouting!
39,31,Uses its cute round eyes to enrapture its foe. It then sings a pleasing melody that lulls the foe to sleep.
39,33,"Jigglypuff has top-notch lung capacity, even by comparison to other Pokémon. It won’t stop singing its lullabies until its foes fall asleep."
39,34,"By freely changing the wavelength of its voice, Jigglypuff sings a mysterious melody sure to make any listener sleepy."
40,1,"The body is soft and rubbery. When angered, it willsuck in air and inflate itself to an enormous size."
40,3,"Its body is full of elasticity. By inhaling deeply,it can continue to inflate itself without limit."
40,4,"Their fur feels so good that if two of them snuggletogether, they won't want to be separated."
40,5,"It has a very fine fur. Take care not to make it angry,or it may inflate steadily and hit with a BODY SLAM."
40,6,"The rich, fluffy fur that covers its body feels sogood that anyone who feels it can't stop touching it."
40,7,"WIGGLYTUFF has large, saucerlike eyes. The surfaces of its eyes are always covered with a thin layer of tears.If any dust gets in this POKéMON’s eyes, it is quickly washed away."
40,8,"WIGGLYTUFF’s body is very flexible. By inhaling deeply, this POKéMON can inflate itself seemingly without end.Once inflated, WIGGLYTUFF bounces along lightly like a balloon."
40,9,Its fur is the ultimate in luxuriousness. Sleeping alongside a WIGGLYTUFF is simply divine. Its body expands seemingly without end when it inhales.
40,10,"Its fur is extremely fine, dense, and supple. The exquisitely pleasant fur conveys an image of luxury."
40,11,"The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size."
40,12,Its fine fur feels sublime to the touch. It can expand its body by inhaling air.
40,15,"Their fur feels so good that if two of them snuggle together, they won’t want to be separated."
40,16,"It has a very fine fur. Take care not to make it angry, or it may inflate steadily and hit with a body slam."
40,21,"Its fine fur feels so pleasant, those who accidentally touch it cannot take their hands away."
40,25,"Wigglytuff has large, saucerlike eyes. The surfaces of its eyes are always covered with a thin layer of tears. If any dust gets in this Pokémon’s eyes, it is quickly washed away."
40,26,"Wigglytuff’s body is very flexible. By inhaling deeply, this Pokémon can inflate itself seemingly without end. Once inflated, Wigglytuff bounces along lightly like a balloon."
40,27,It sheds its fine fur when the seasons change. The fur is gathered and spun into a luxurious yarn.
40,28,"As it inhales, it expands...and expands...and expands. Wigglytuff compete to see which one can inflate itself the most."
40,29,"Thanks to its bouncy body and fine fur, this Pokémon is sought after. Holding one in your arms while you sleep feels great."
40,30,"When it gets angry, it inhales with all its might, and its body gradually inflates. Sometimes they can grow 20 times larger!"
40,31,"Its body is very elastic. By inhaling deeply, it can continue to inflate itself without limit."
40,33,"The more air it takes in, the more it inflates. If opponents catch it in a bad mood, it will inflate itself to an enormous size to intimidate them."
40,34,"It’s proud of its fur, which is fine and delicate. In particular, the curl on its forehead has a texture that’s perfectly heavenly."
41,1,Forms colonies in perpetually dark places. Usesultrasonic waves to identify and approach targets.
41,3,Emits ultrasonic cries while it flies. They actas a sonar used to check for ob­ jects in its way.
41,4,"While flying, it constantly emits ultrasonic wavesfrom its mouth to check its sur­ roundings."
41,5,"Capable of flying safely in dark places, it emitsultrasonic cries to check for any obstacles."
41,6,"During the day, it gathers with others and hangsfrom the ceilings of old buildings and caves."
41,7,ZUBAT remains quietly unmoving in a dark spot during the bright daylight hours. It does so because prolongedexposure to the sun causes its body to become slightly burned.
41,8,"ZUBAT avoids sunlight because exposure causes it to become unhealthy. During the daytime, it stays in caves orunder the eaves of old houses, sleeping while hanging upside down."
41,9,"While living in pitch-black caverns, their eyes gradually grew shut and deprived them of vision. They use ultrasonic waves to detect obstacles."
41,10,"It has no eyes. Instead, it relies on its ultrasonic cries for echo location to flit about in darkness."
41,11,It forms colonies in perpetually dark  places and uses ultrasonic waves to   identify and approach targets.
41,12,"Even though it has no eyes, it can sense obstacles using ultrasonic waves it emits from its mouth."
41,13,"Disliking sunlight, it sleeps deep in forests and caves until sundown."
41,14,It checks its surroundings and location using reflections of the ultrasonic waves from its mouth.
41,15,"While flying, it constantly emits ultrasonic waves from its mouth to check its surroundings."
41,16,"Capable of flying safely in dark places, it emits ultrasonic cries to check for any obstacles."
41,21,"It does not need eyes, because it emits ultrasonic waves to check its surroundings while it flies."
41,24,"It has no eyes. Instead, it relies on its ultrasonic cries for echolocation to flit about in darkness."
41,25,Zubat remains quietly unmoving in a dark spot during the bright daylight hours. It does so because prolonged exposure to the sun causes its body to become slightly burned.
41,26,"Zubat avoids sunlight because exposure causes it to become unhealthy. During the daytime, it stays in caves or under the eaves of old houses, sleeping while hanging upside down."
41,27,"It sleeps in caves during the day. It has no eyes, so to check its surroundings while flying, it emits ultrasonic waves."
41,28,"When exposed to sunlight, they suffer burns. The frequency of their ultrasonic waves can differ slightly from colony to colony."
41,29,"It has no eyeballs, so it can’t see. It checks its surroundings via the ultrasonic waves it emits from its mouth."
41,30,"Their skin is so thin that they’ll be burned if sunlight hits them. When it gets cold out, they gather together to warm one another’s bodies."
41,31,Emits ultrasonic cries while it flies. They act as a sonar used to check for objects in its way.
41,33,"It emits ultrasonic waves from its mouth to check its surroundings. Even in tight caves, Zubat flies around with skill."
41,34,"Zubat live in caves, down where the sun’s light won’t reach. In the morning, they gather together to keep each other warm as they sleep."
42,1,"Once it strikes, it will not stop draining energyfrom the victim even if it gets too heavy to fly."
42,3,"It attacks in a stealthy manner, without warning.Its sharp fangs are used to bite and suck blood."
42,4,"However hard its victim's hide may be, it punctureswith sharp fangs and gorges itself with blood."
42,5,"It can drink more than 10 ounces of blood at once. Ifit has too much, it gets heavy and flies clumsily."
42,6,"When it plunges its fangs into its prey, it instantlydraws and gulps down more than ten ounces of blood."
42,7,"GOLBAT loves to drink the blood of living things. It is particularly active in the pitch black of night.This POKéMON flits around in the night skies, seeking fresh blood."
42,8,"GOLBAT bites down on prey with its four fangs and drinks the victim’s blood. It becomes active on inky darkmoonless nights, flying around to attack people and POKéMON."
42,9,Its fangs easily puncture even thick animal hide. It loves to feast on the blood of people and POKéMON. It flits about in darkness and strikes from behind.
42,10,It clamps down on its prey with needle- sharp fangs and drains over 10 ounces of blood in one gulp.
42,11,"Once it bites, it will not stop draining energy from the victim even if it gets too heavy to fly."
42,12,It loves the blood of humans and Pokémon. It flies around at night in search of neck veins.
42,13,"Once it starts sucking blood, it does not stop until it is full. It flies at night in search of prey."
42,14,Its sharp fangs puncture the toughest of hides and have small holes for greedily sucking blood.
42,15,"However hard its victim’s hide may be, it punctures with sharp fangs and gorges itself with blood."
42,16,"It can drink more than 10 ounces of blood at once. If it has too much, it gets heavy and flies clumsily."
42,21,"Flitting around in the dead of night, it sinks its fangs into its prey and drains a nearly fatal amount of blood."
42,25,"Golbat loves to drink the blood of living things. It is particularly active in the pitch black of night. This Pokémon flits around in the night skies, seeking fresh blood."
42,26,"Golbat bites down on prey with its four fangs and drinks the victim’s blood. It becomes active on inky dark moonless nights, flying around to attack people and Pokémon."
42,27,"Its thick fangs are hollow like straws, making them unexpectedly fragile. These fangs are specialized for sucking blood."
42,28,"Sometimes they drink so much blood, they can’t fly anymore. Then they fall to the ground and become food for other Pokémon."
42,29,"Every once in a while, you’ll see a Golbat that’s missing some fangs. This happens when hunger drives it to try biting a Steel-type Pokémon."
42,30,They can suck down over 10 ounces of blood in one go. They have been known to drink so much blood that they can no longer fly.
42,31,"It attacks in a stealthy manner, without warning. Its sharp fangs are used to bite and to suck blood."
42,33,"It loves to drink other creatures’ blood. It’s said that if it finds others of its kind going hungry, it sometimes shares the blood it’s gathered."
42,34,"Its feet are tiny, but this Pokémon walks skillfully. It sneaks up on sleeping prey before sinking in its fangs and slurping up blood."
43,1,"During the day, it keeps its face buried in theground. At night, it wanders around sowing its seeds."
43,3,"It may be mistaken for a clump of weeds. If you tryto yank it out of the ground, it shrieks horribly."
43,4,"Awakened by moon­ light, it roams  actively at night.In the day, it stays quietly underground."
43,5,"If exposed to moonlight, it starts to move.It roams far and wide at night to scatter its seeds."
43,6,"During the day, it stays in the cold underground toavoid the sun. It grows by bath­ ing in moonlight."
43,7,"During the daytime, ODDISH buries itself in soil to absorb nutrients from  the ground using its entire body.The more fertile the soil, the glossier its leaves become."
43,8,"ODDISH searches for fertile, nutrient- rich soil, then plants itself. During the daytime, while it is planted,this POKéMON’s feet are thought to change shape and become similar to the roots of trees."
43,9,"This POKéMON grows by absorbing moonlight. During the daytime, it buries itself in the ground, leaving only its leaves exposed to avoid detection by its enemies."
43,10,"Its scientific name is “Oddium Wanderus.” At night, it is said to walk nearly 1,000 feet on its two roots."
43,11,"During the day, it keeps its face buried in the ground. At night, it wanders around sowing its seeds."
43,12,It often plants its root feet in the ground during the day and sows seeds as it walks about at night.
43,15,"Awakened by moonlight, it roams actively at night. In the day, it stays quietly underground."
43,16,"If exposed to moonlight, it starts to move. It roams far and wide at night to scatter its seeds."
43,23,"During the day, it stays in the cold underground to avoid the sun. It grows by bathing in moonlight."
43,24,"Its scientific name is “Oddium Wanderus.” At night, it is said to walk nearly 1,000 feet on its two roots. "
43,25,"During the daytime, Oddish buries itself in soil to absorb nutrients from the ground using its entire body. The more fertile the soil, the glossier its leaves become."
43,26,"Oddish searches for fertile, nutrient-rich soil, then plants itself. During the daytime, while it is planted, this Pokémon’s feet are thought to change shape and become similar to the roots of trees."
43,31,"It may be mistaken for a clump of weeds. If you try to yank it out of the ground, it shrieks horribly."
44,1,The fluid that oozes from its mouth isn't drool.It is a nectar that is used to attract prey.
44,3,"Smells incredibly foul! However, around 1 out of1,000 people enjoy sniffing its nose- bending stink."
44,4,What appears to be drool is actually sweet honey. It isvery sticky and clings stubbornly if touched.
44,5,"It secretes a sticky, drool-like honey. Althoughsweet, it smells too repulsive to get very close."
44,6,"The smell from its drool-like syrup and the pollen onits petals is so bad, it may make opponents faint."
44,7,"GLOOM releases a foul fragrance from the pistil of its flower. When faced with danger, the stench worsens.If this POKéMON is feeling calm and secure, it does not release its usual stinky aroma."
44,8,"From its mouth GLOOM drips honey that smells absolutely horrible. Apparently, it loves the horrid stench.It sniffs the noxious fumes and then  drools even more of its honey."
44,9,"A horribly noxious honey drools from its mouth. One whiff of the honey can result in memory loss. Some fans are said to enjoy this overwhelming stink, however."
44,10,Its pistils exude an incredibly foul odor. The horrid stench can cause fainting at a distance of 1.25 miles.
44,11,The fluid that oozes from its mouth isn’t drool. It is a nectar that is used to attract prey.
44,12,"The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away."
44,15,What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched.
44,16,"It secretes a sticky, drool-like honey. Although sweet, it smells too repulsive to get very close."
44,23,"Smells incredibly foul! However, around one out of a thousand people enjoy sniffing its nose-bending stink."
44,25,"Gloom releases a foul fragrance from the pistil of its flower. When faced with danger, the stench worsens. If this Pokémon is feeling calm and secure, it does not release its usual stinky aroma."
44,26,"From its mouth Gloom drips honey that smells absolutely horrible. Apparently, it loves the horrid stench. It sniffs the noxious fumes and then drools even more of its honey."
45,1,"The larger its petals, the more toxic pollen itcontains. Its big head is heavy and hard to hold up."
45,3,Flaps its broad flower petals to scatter itspoisonous pollen. The flapping sound is very loud.
45,4,"It has the world's largest petals. With every step,the petals shake out heavy clouds of toxic pollen."
45,5,"The bud bursts into bloom with a bang. It thenstarts scattering allergenic, poi­ sonous pollen."
45,6,"By shaking its big petals, it scat­ ters toxic polleninto the air, turning the air yellow."
45,7,"VILEPLUME’s toxic pollen triggers atrocious allergy attacks. That’s why it is advisable never to approach anyattractive flowers in a jungle, however pretty they may be."
45,8,"VILEPLUME has the world’s largest petals. They are used to attract prey that are then doused with toxic spores.Once the prey are immobilized, this POKéMON catches and devours them."
45,9,"In seasons when it produces more pollen, the air around a VILEPLUME turns yellow with the powder as it walks. The pollen is highly toxic and causes paralysis."
45,10,Its petals are the largest in the world. It fiendishly scatters allergy-causing pollen from its petals.
45,11,"The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up."
45,12,"Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen."
45,15,"It has the world’s largest petals. With every step, the petals shake out heavy clouds of toxic pollen."
45,16,"The bud bursts into bloom with a bang. It then starts scattering allergenic, poisonous pollen."
45,25,"Vileplume’s toxic pollen triggers atrocious allergy attacks. That’s why it is advisable never to approach any attractive flowers in a jungle, however pretty they may be."
45,26,"Vileplume has the world’s largest petals. They are used to attract prey that are then doused with toxic spores. Once the prey are immobilized, this Pokémon catches and devours them."
45,31,Flaps its broad flower petals to scatter its poisonous pollen. The flapping sound is very loud.
46,1,Burrows to suck tree roots. The mushrooms on itsback grow by draw­ ing nutrients from the bug host.
46,3,Burrows under the ground to gnaw on tree roots. Themushrooms on its back absorb most of the nutrition.
46,4,"It is doused with mushroom spores when it is born.As its body grows, mushrooms sprout from its back."
46,5,"As its body grows large, oriental mushrooms namedtochukaso start sprouting out of its back."
46,6,The tochukaso growing on this POKéMON's backorders it to extract juice from tree trunks.
46,7,PARAS has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from the BUGPOKéMON host. They are highly valued as a medicine for extending life.
46,8,PARAS has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from thisBUG POKéMON host. They are highly valued as a medicine for extending life.
46,9,A PARAS has parasitic tochukaso mushrooms growing on its back. They grow by drawing nutrients from the host. They are valued as a medicine for long life.
46,10,Growing out of the bug’s back are mushrooms called tochukaso. The mushrooms grow with the bug host.
46,11,Burrows to suck tree roots. The mushrooms on its back grow by drawing nutrients from the bug host.
46,12,Mushrooms named tochukaso grow on its back. They grow along with the host PARAS.
46,15,"It is doused with mushroom spores when it is born. As its body grows, mushrooms sprout from its back."
46,16,"As its body grows, large mushrooms named tochukaso start sprouting out of its back."
46,17,Mushrooms named tochukaso grow on its back. They grow along with the host Paras.
46,24,Burrows under the ground to gnaw on tree roots. The mushrooms on its back absorb most of the nutrition.
46,25,Paras has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from this Bug Pokémon host. They are highly valued as a medicine for extending life.
46,27,"No matter how much it eats, the mushrooms growing on its back steal away most of the nutrients it consumes."
46,28,Mushrooms called tochukaso sprout from its back. They can be dried and powdered to make a medicine used to extend life.
46,29,"Whether it’s due to a lack of moisture or a lack of nutrients, in Alola the mushrooms on Paras don’t grow up quite right."
46,30,"The mushrooms, known as tochukaso, are controlling the bug. Even if the bug bugs the mushrooms, they tell it to bug off."
47,1,A host-parasite pair in which the parasite mushroomhas taken over the host bug. Prefers damp places.
47,3,The bug host is drained of energy by the mushroomson its back. They appear to do all the thinking.
47,4,"It stays mostly in dark, damp places, the preference notof the bug, but of the big mush­ rooms on its back."
47,5,"The larger the mushroom on its back grows, thestronger the mush­ room spores it scatters."
47,6,"When nothing's left to extract from the bug, themushrooms on its back leave spores on the bug's egg."
47,7,"PARASECT is known to infest large trees en masse and drain nutrients from the lower trunk and roots.When an infested tree dies, they move onto another tree all at once."
47,9,"PARASECT are known to infest the roots of large trees en masse and drain nutrients. When an infested tree dies, they move onto another tree all at once."
47,10,"It scatters toxic spores from the mushroom cap. In China, the spores are used as herbal medicine."
47,11,A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefers damp places. 
47,12,A mushroom grown larger than the host’s body controls PARASECT. It scatters poisonous spores.
47,13,It is controlled by a mushroom grown larger than the bug body. It is said to prefer damp places.
47,15,"It stays mostly in dark, damp places, the preference not of the bug, but of the big mushroom on its back."
47,16,"The larger the mushroom on its back grows, the stronger the mushroom spores it scatters."
47,17,A mushroom grown larger than the host’s body controls Parasect. It scatters poisonous spores.
47,25,"Parasect is known to infest large trees en masse and drain nutrients from the lower trunk and roots. When an infested tree dies, they move onto another tree all at once."
47,27,The large mushroom on its back controls it. It often fights over territory with Shiinotic.
47,28,"It scatters toxic spores from its mushroom cap. Once harvested, these spores can be steeped and boiled down to prepare herbal medicines."
47,29,"The bug is mostly dead, with the mushroom on its back having become the main body. If the mushroom comes off, the bug stops moving."
47,30,"Its poisonous spores are also used in traditional medicine. Apparently, spores produced in Alola are not of very good quality."
47,31,The bug host is drained of energy by the mushroom on its back. The mushroom appears to do all the thinking.
48,1,Lives in the shadows of tall trees where iteats insects. It is attracted by light at night.
48,3,"Its large eyes act as radars. In a bright place, youcan see that they are clusters of many tiny eyes."
48,4,Its eyes also function as radar units. It catchesand eats small bugs that hide in darkness.
48,5,Poison oozes from all over its body. It catches andeats small bugs at night that are at­ tracted by light.
48,6,"The small bugs it eats appear only at night, so itsleeps in a hole in a tree until night falls."
48,7,"VENONAT is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection.It possesses large eyes that never fail to spot even miniscule prey."
48,9,"Its coat of thin, stiff hair that covers its entire body is said to have evolved for protection. Its large eyes never fail to spot even miniscule prey."
48,10,"Its eyes act as radar, enabling it to be active in darkness. The eyes can also shoot powerful beams."
48,11,Lives in the shadows of tall trees where it eats bugs. It is attracted by light at night.
48,12,"Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light."
48,15,Its eyes also function as radar units. It catches and eats small bugs that hide in darkness.
48,16,Poison oozes from all over its body. It catches and eats small bugs at night that are attracted by light.
48,25,"Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey."
48,31,"Its large eyes act as radar. In a bright place, you can see that they are clusters of many tiny eyes."
49,1,The dust-like scales covering its wings arecolor coded to indicate the kinds of poison it has.
49,3,The powdery scales on its wings are hard to remove.They also contain poison that leaks out on contact.
49,4,"When it attacks, it flaps its large wings violently toscatter its poi­ sonous powder all around."
49,5,"The powder on its wings is poisonous if it is dark incolor. If it is light, it causes paralysis."
49,6,"The scales it scatters will paralyze anyonewho touches them, making that person unable to stand."
49,7,"VENOMOTH is nocturnal - it is a POKéMON that only becomes active at night. Its favorite prey are small insectsthat gather around streetlights, attracted by the light in the darkness."
49,9,"VENOMOTH are nocturnal--they only are active at night. Their favorite prey are insects that gather around streetlights, attracted by the light in the darkness."
49,10,"The wings are covered with dustlike scales. Every time it flaps its wings, it looses highly toxic dust."
49,11,The dustlike scales covering its wings are color-coded to indicate the kinds of poison it has.
49,12,It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin.
49,15,"When it attacks, it flaps its large wings violently to scatter its poisonous powder all around."
49,16,"The powder on its wings is poisonous if it is dark in hue. If it is light in hue, it causes paralysis."
49,23,"The scales it scatters will paralyze anyone who touches them, making that person unable to stand."
49,25,"Venomoth is nocturnal—it is a Pokémon that only becomes active at night. Its favorite prey are small insects that gather around streetlights, attracted by the light in the darkness."
49,31,The powdery scales on its wings are hard to remove from skin. They also contain poison that leaks out on contact.
50,1,Lives about one yard underground where it feeds onplant roots. It sometimes appears above ground.
50,3,"It prefers dark places. It spends most of its timeunderground, though it may pop up in caves."
50,4,"Its skin is very thin. If it is exposed to light,its blood heats up, causing it to grow weak."
50,5,"If a DIGLETT DIGS through a field, it leaves the soilperfectly tilled and ideal for planting crops."
50,6,"It digs under­ ground and chews on tree roots,sticking its head out only when the sun isn't bright."
50,7,"DIGLETT are raised in most farms. The reason is simple - wherever this POKéMON burrows, the soil is leftperfectly tilled for planting crops. This soil is made ideal for growing delicious vegetables."
50,9,"DIGLETT are raised in most farms. The reason is simple--wherever they burrow, the soil is left perfectly tilled for growing delicious crops."
50,10,"It burrows through the ground at a shallow depth. It leaves raised earth in its wake, making it easy to spot."
50,11,Lives about one yard underground where it feeds on plant roots. It sometimes appears aboveground.
50,12,"A Pokémon that lives underground. Because of its dark habitat, it is repelled by bright sunlight."
50,15,"Its skin is very thin. If it is exposed to light, its blood heats up, causing it to grow weak."
50,16,"If a DIGLETT digs through a field, it leaves the soil perfectly tilled and ideal for planting crops."
50,25,"Diglett are raised in most farms. The reason is simple— wherever this Pokémon burrows, the soil is left perfectly tilled for planting crops. This soil is made ideal for growing delicious vegetables."
50,27,It chews on plant roots underground. Farmers whose vegetables are vulnerable find it can be quite a pest.
50,28,Many farmers cherish and nurture Diglett because its droppings enrich the soil it lives in.
50,29,"It travels through tunnels that it digs underground. It hates sunlight, so it comes out only after the sun goes down."
50,30,"Around their crops, farmers plant the kind of tree that Diglett like to eat as a way of getting Diglett to plow the fields for them."
50,31,"It prefers dark places. It spends most of its time underground, though it may pop up in caves."
50,33,"If a Diglett digs through a field, it leaves the soil perfectly tilled and ideal for planting crops."
51,1,A team of DIGLETT triplets. It triggers hugeearthquakes by burrowing 60 miles underground.
51,3,"A team of triplets that can burrow over 60 MPH.Due to this, some people think it's an earthquake."
51,4,"Its three heads bob separately up and down to loosenthe soil nearby, making it easier for it to burrow."
51,5,"Extremely power­ ful, they can DIG through even thehardest ground to a depth of over 60 miles."
51,6,These DIGLETT triplets dig over 60 miles below sealevel. No one knows what it's like underground.
51,7,"DUGTRIO are actually triplets that emerged from one body. As a result, each triplet thinks exactly like theother two triplets. They work cooperatively to burrow endlessly."
51,9,"Because the triplets originally split from one body, they think exactly alike. They work cooperatively to burrow endlessly through the ground."
51,10,"In battle, it digs through the ground and strikes the unsuspecting foe from an unexpected direction."
51,11,A team of DIGLETT triplets. It triggers huge earthquakes by burrowing 60 miles underground.
51,12,"Its three heads move alternately, driving it through tough soil to depths of over 60 miles."
51,15,"Its three heads bob separately up and down to loosen the soil nearby, making it easier for it to burrow."
51,16,"Extremely powerful, they can dig through even the hardest ground to a depth of over 60 miles."
51,25,"Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly."
51,27,This set of triplets moves cooperatively. It’s the power of teamwork that enables this Pokémon to dig to a depth of 60 miles.
51,28,"Despite the closeness between this Pokémon and farmers and other people, no one has ever seen the parts of it concealed underground."
51,29,"While the three of them normally get along splendidly, on rare occasions a huge fight will break out over which head gets to eat first."
51,30,Dugtrio’s heads are sleek and smooth and incredibly hard. It can dig through any soil with its headbutts.
51,31,A team of triplets that can burrow to a depth of 60 miles. It’s reported that this triggers an earthquake.
51,33,A team of Diglett triplets. It triggers huge earthquakes by burrowing 60 miles underground.
51,34,These Diglett triplets dig over 60 miles below sea level. No one knows what it’s like underground.
52,1,Adores circular objects. Wanders the streets on anightly basis to look for dropped loose change.
52,3,Appears to be more active at night. It loves roundand shiny things. It can't stop from picking them up.
52,4,It is fascinated by round objects. It can't stopplaying with them until it tires and falls asleep.
52,5,It loves anything that shines. It especially adorescoins that it picks up and se­ cretly hoards.
52,6,"It loves things that sparkle. When it sees a shinyobject, the gold coin on its head shines too."
52,7,"MEOWTH withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps.For some reason, this POKéMON loves shiny coins that glitter with light."
52,9,"MEOWTH withdraw their sharp claws into their paws to silently sneak about. For some reason, this POKéMON loves shiny coins that glitter with light."
52,10,"All it does is sleep during the daytime. At night, it patrols its territory with its eyes aglow."
52,11,Adores round objects. It wanders the streets on a nightly basis to look for dropped loose change.
52,12,"It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly."
52,15,It is fascinated by round objects. It can’t stop playing with them until it tires and falls asleep.
52,16,It loves anything that shines. It especially adores coins that it picks up and secretly hoards.
52,25,"Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this Pokémon loves shiny coins that glitter with light."
52,27,"It lies around all day, becoming active near dusk. At night, it wanders the city in search of loose change."
52,28,It loves shiny things. It often fights with Murkrow over prey they’re both trying to catch.
52,29,"When visiting a junkyard, you may catch sight of it having an intense fight with Murkrow over shiny objects."
52,30,"It loves coins, so if you give it one, you can make friends with Meowth easily. But it’s fickle, so you can’t count on that friendship lasting."
52,31,Appears to be more active at night. It loves round and shiny things. It can’t stop itself from picking them up.
52,33,"It loves to collect shiny things. If it’s in a good mood, it might even let its Trainer have a look at its hoard of treasures."
52,34,It washes its face regularly to keep the coin on its forehead spotless. It doesn’t get along with Galarian Meowth.
53,1,"Although its fur has many admirers, it is tough toraise as a pet because of its fickle meanness."
53,3,The gem in its forehead glows on its own! It walkswith all the grace and elegance of a proud queen.
53,4,"Many adore it for its sophisticated air. However, itwill lash out and scratch for little reason."
53,5,Its lithe muscles allow it to walk without makinga sound. It attacks in an instant.
53,6,"Behind its lithe, elegant appearance lies a barbaricside. It will tear apart its prey on a mere whim."
53,7,PERSIAN has six bold whiskers that give it a look of toughness. The whiskers   sense air movements to determine whatis in the POKéMON’s surrounding vicinity. It becomes docile if grabbed by the whiskers.
53,9,A PERSIAN’s six bold whiskers sense air movements to determine what is in its vicinity. It becomes docile if grabbed by the whiskers.
53,10,Has a vicious temperament. Beware if it raises its tail straight up. It is a signal that it is about to pounce and bite.
53,11,"Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness."
53,12,"A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk."
53,15,"Many adore it for its sophisticated air. However, it will lash out and scratch for little reason."
53,16,Its lithe muscles allow it to walk without making a sound. It attacks in an instant.
53,25,Persian has six bold whiskers that give it a look of toughness. The whiskers sense air movements to determine what is in the Pokémon’s surrounding vicinity. It becomes docile if grabbed by the whiskers.
53,27,It has a violent temperament. It will attack anything that looks it in the eye. Its sharp claws inflict deep wounds.
53,28,"It has a high opinion of itself, although not to the same extent as the Alolan Persian. It’s quite difficult to make friends with this Pokémon."
53,29,"Although the jewel on its forehead appears to be a different color than those of Alolan Persian, it’s mostly made of the same material."
53,30,This Pokémon is popular with rich people. It’s also targeted by hunters who are after the jewel in its forehead.
53,31,The gem in its forehead glows on its own! It walks with all the grace and elegance of a proud queen.
53,33,"Getting this prideful Pokémon to warm up to you takes a lot of effort, and it will claw at you the moment it gets annoyed."
53,34,Its elegant and refined behavior clashes with that of the barbaric Perrserker. The relationship between the two is one of mutual disdain.
54,1,"While lulling its enemies with its vacant look, thiswily POKéMON will use psychokinetic powers."
54,3,"Always tormented by headaches. It uses psychicpowers, but it is not known if it intends to do so."
54,4,It has mystical powers but doesn't recall that it hasused them. That is why it always looks puzzled.
54,5,"If its chronic headache peaks, it may exhibit oddpowers. It seems unable to recall such an episode."
54,6,The only time it can use its psy­ chic power is whenits sleeping brain cells happen to wake.
54,7,"PSYDUCK uses a mysterious power. When it does so, this POKéMON  generates brain waves that aresupposedly only seen in sleepers. This discovery spurred controversy among scholars."
54,8,"If it uses its mysterious power, PSYDUCK can’t remember having done so. It apparently can’t form a memory ofsuch an event because it goes into an altered state that is much like deep sleep."
54,9,"When its headache intensifies, it starts using strange powers. However, it has no recollection of its powers, so it always looks befuddled and bewildered."
54,10,"It is constantly wracked by a headache. When the headache turns intense, it begins using mysterious powers."
54,11,"While lulling its enemies with its vacant look, this wily POKéMON will use psychokinetic powers."
54,12,"If its usual headache worsens, it starts exhibiting odd powers. It can’t remember doing so, however."
54,13,"It never remembers using its odd powers, so it always tilts its head in puzzlement."
54,14,"Overwhelmed by enigmatic abilities, it suffers a constant headache. It sometimes uses mysterious powers."
54,15,It has mystical powers but doesn’t recall that it has used them. That is why it always looks puzzled.
54,16,"If its chronic headache peaks, it may exhibit odd powers. It seems unable to recall such an episode."
54,21,"When headaches stimulate its brain cells, which are usually inactive, it can use a mysterious power."
54,25,"Psyduck uses a mysterious power. When it does so, this Pokémon generates brain waves that are supposedly only seen in sleepers. This discovery spurred controversy among scholars."
54,26,"If it uses its mysterious power, Psyduck can’t remember having done so. It apparently can’t form a memory of such an event because it goes into an altered state that is much like deep sleep."
54,27,"As a result of headaches so fierce they cause it to cry, it sometimes uses psychokinesis without meaning to."
54,28,"This Pokémon is troubled by constant headaches. The more pain it’s in, the more powerful its psychokinesis becomes."
54,29,"Using psychokinesis gives it a headache, so it normally passes the time spacing out and doing as little as possible."
